transaction_id,customer_id,date,amount,merchant,category,country,is_international,card_type,currency,flagged
TXN009331,2540,2024-01-19,18.28,"Mills, Russell and Walker",Dining,India,0,Master Card,INR,0
TXN009332,1038,2023-12-01,208.5,"Villa, Schultz and Hale",None,Japan,0,Visa,JPY,0
TXN009333,1377,2024-02-05,33.73,Baxter PLC,Elec-tronics,USA,1,Master Card,USD,0
TXN009334,2355,2024-02-29,131.51,"Miranda, Reed and Thomas",Groceries,India,0,MasterCard,INR,0
TXN009335,2547,2024-04-03,271.83,Ellis PLC,Elec-tronics,USA,0,Visa,USD,0
TXN009336,1148,2023-12-20,38.56,"Hall, Rivera and Pitts",Groceries,Vietnam,1,MasterCard,VND,0
TXN009337,2434,2024-05-28,92.14,Pierce LLC,Travel,Singapore,0,Master Card,SGD,0
TXN009338,1599,2024-01-21,49.96,Wright-Porter,Clothing,Vietnam,0,amex,VND,0
TXN009339,2111,2024-02-02,19.35,Harris-Francis,dinning,UK,0,Master Card,GBP,0
TXN009340,1912,2024-01-13,89.23,Jones Inc,Travel,Japan,0,AmEx,JPY,0
TXN009341,1794,2024-01-03,56.18,"Holt, Walker and Spence",,USA,1,amex,USD,0
TXN009342,1925,2013-11-22,39.14,Clark Ltd,None,India,0,AmEx,INR,0
TXN009343,1387,2024-02-25,27.08,Mckinney-Gill,healthcare,Japan,0,MasterCard,JPY,0
TXN009344,2140,2024-02-23,26.38,Arnold Ltd,Electronics,UK,0,Visa,GBP,0
TXN009345,1229,2024-04-27,83.81,Walker-Price,grocerie,Vietnam,0,Visa,VND,0
TXN009346,1101,2024-03-30,28.96,"Young, Jacobs and Burton",Travel,Germany,1,MasterCard,EUR,0
TXN009347,1640,2024-03-19,,Santos Ltd,Clothing,Singapore,0,Master Card,SGD,0
TXN009348,2046,2023-12-06,26.5,Lamb-Bowen,Groceries,UK,1,Master Card,GBP,0
TXN009349,1277,2024-01-22,100.52,Ray-Baker,Elec-tronics,Vietnam,0,MasterCard,VND,0
TXN009350,2249,2024-02-01,125.59,Gonzalez-Porter,,Singapore,1,AmEx,SGD,0
TXN009351,2597,2024-05-05,9.81,Miller Inc,Groceries,Taiwan,0,MasterCard,TWD,0
TXN009352,2715,2024-01-04,35.36,Smith and Sons,Dining,Vietnam,0,MasterCard,VND,0
TXN009353,2944,2023-12-23,96.53,"Scott, Oneill and Barnes",Elec-tronics,Japan,0,Master Card,JPY,0
TXN009354,2182,2024-04-17,5.6,Mayer-Cannon,Travel,India,0,Master Card,INR,0
TXN009355,2469,2024-05-12,68.87,"Adams, Vega and Bauer",,Vietnam,0,Visa,VND,0
TXN009356,2702,2024-03-04,53.86,Allison-Bradley,healthcare,Vietnam,1,Master Card,VND,0
TXN009357,1684,2023-12-12,52.43,Lee Inc,Electronics,Vietnam,0,AmEx,VND,0
TXN009358,1667,2024-05-21,151.78,"Wells, Ruiz and Flores",Clothing,Germany,0,Visa,EUR,0
TXN009359,1787,2024-03-05,7.86,"Mccann, Sims and Tyler",Clothing,India,1,MasterCard,INR,0
TXN009360,2938,2024-02-01,227.78,"Clark, Wolfe and Miller",Entertainment,UK,0,amex,GBP,0
TXN009361,2786,2024-05-30,16.04,"Santiago, Holloway and Parrish",Travell,USA,1,MasterCard,USD,0
TXN009362,2586,2024-04-21,123.65,Anderson-Malone,None,UK,0,MasterCard,GBP,0
TXN009363,2238,2024-05-06,10.32,Harrison-Bean,Travel,Vietnam,0,MasterCard,VND,0
TXN009364,2427,2023-12-18,111.36,George-Morris,healthcare,India,0,Visa,INR,0
TXN009365,2288,2023-12-28,60.58,"Thompson, Burke and Morgan",dinning,Singapore,0,amex,SGD,0
TXN009366,2787,2023-12-18,0.27,Anderson-Mack,Electronics,Germany,0,Visa,EUR,0
TXN009367,1837,2024-02-02,11.53,Martinez-Reid,grocerie,Taiwan,1,MasterCard,TWD,0
TXN009368,1845,2023-12-03,260.44,Hammond-Baker,Health,Vietnam,0,amex,VND,0
TXN009369,1758,2024-05-22,39.74,Mendez-Mitchell,None,Singapore,0,MasterCard,SGD,0
TXN009370,2991,2024-05-16,18.87,Lee-Steele,Clothing,USA,0,Master Card,USD,0
TXN009371,1121,2024-05-18,9.22,"Hale, Powell and Solis",Utilities,UK,1,Visa,GBP,0
TXN009372,2559,2024-02-14,169.34,Smith LLC,Elec-tronics,Vietnam,1,Visa,VND,0
TXN009373,2730,2023-12-12,141.97,"Williams, Smith and Lawson",Travell,Vietnam,0,Master Card,VND,0
TXN009374,1345,2023-12-19,49.54,"Macias, Phillips and Harrington",Entertainment,Japan,0,Visa,JPY,0
TXN009375,1847,2024-02-22,295.18,Garcia-Grimes,,Singapore,0,Visa,SGD,0
TXN009376,2475,2024-05-24,60.28,Stewart-Allen,grocerie,Vietnam,0,AmEx,VND,0
TXN009377,1994,2024-05-19,60.46,James-Martinez,Clothing,Taiwan,0,MasterCard,TWD,0
TXN009378,1401,2024-03-09,3.07,"Jones, Evans and Adams",Entertainment,India,0,Master Card,INR,0
TXN009379,2562,2024-05-18,102.93,Shepard-Garcia,Health,Singapore,0,Master Card,SGD,0
TXN009380,1970,2024-04-11,356.31,Grimes Group,Health,India,1,Master Card,INR,0
TXN009381,2423,2024-05-01,70.57,"Williams, Reeves and Evans",Travel,Singapore,0,Visa,SGD,0
TXN009382,1027,2024-03-13,87.91,Hawkins PLC,Entertainment,USA,0,Visa,USD,0
TXN009383,1990,2023-12-22,49.68,Tucker Inc,Utilities,Singapore,0,amex,SGD,0
TXN009384,1149,2024-03-19,307.64,Moore-Walsh,Groceries,Taiwan,0,Master Card,TWD,0
TXN009385,1978,2024-01-10,8.72,Hernandez-Kelley,Groceries,India,0,Visa,INR,0
TXN009386,1656,2024-05-11,97.16,"Wallace, Simpson and Johnson",,UK,0,MasterCard,GBP,0
TXN009387,2090,2024-02-01,119.8,Adams-Villegas,,UK,0,Master Card,GBP,0
TXN009388,1334,2024-02-22,154.21,Williamson-Williams,healthcare,India,0,AmEx,INR,0
TXN009389,2496,2024-04-10,97.34,"Daniels, Murphy and Smith",Travel,India,0,Master Card,INR,0
TXN009390,2959,2024-05-02,2.74,Stephens-Barton,Utilities,Japan,0,amex,JPY,0
TXN009391,1931,2024-04-17,191.23,Hendricks PLC,Health,Taiwan,0,MasterCard,TWD,0
TXN009392,2013,2024-01-24,46.47,Smith-Greene,Entertainment,Taiwan,0,Visa,TWD,0
TXN009393,2159,2024-05-25,60.55,George Group,Clothing,Japan,0,Visa,JPY,0
TXN009394,1794,2024-06-14,67.43,Harrington Inc,Groceries,UK,0,MasterCard,GBP,0
TXN009395,2852,2024-04-10,269.37,"Jones, Carpenter and Sanders",Health,Japan,0,MasterCard,JPY,0
TXN009396,1094,2023-12-10,3.91,"Alvarez, Martin and Neal",dinning,Singapore,0,Master Card,SGD,0
TXN009397,1199,2024-04-14,49.41,Graves-Calderon,Electronics,India,0,Master Card,INR,0
TXN009398,2941,2024-04-30,79.09,Lopez-Patel,Dining,Taiwan,1,Master Card,TWD,0
TXN009399,1023,2024-04-01,4.49,Larson and Sons,Electronics,Vietnam,0,Visa,VND,0
TXN009400,1149,2024-03-19,110.34,Erickson and Sons,None,Vietnam,0,AmEx,VND,0
TXN009401,2733,2024-01-12,76.8,Allen-Martin,Health,Germany,0,Visa,EUR,0
TXN009402,1296,2024-03-05,342.44,Davis PLC,grocerie,Taiwan,1,MasterCard,TWD,0
TXN009403,2341,2024-01-23,2.66,Phillips-Logan,Travel,Japan,0,Master Card,JPY,0
TXN009404,2525,2024-03-26,111.74,Jackson-Davis,Elec-tronics,USA,0,Master Card,USD,0
TXN009405,1258,2024-05-01,31.24,Grant-Riley,grocerie,Japan,0,amex,JPY,0
TXN009406,1870,2024-01-12,53.56,"Rodriguez, Henderson and Garza",,Taiwan,0,AmEx,TWD,0
TXN009407,1405,2024-04-29,143.09,Brown-Wilkins,healthcare,Germany,0,MasterCard,EUR,0
TXN009408,1910,2024-03-02,8.74,Martin and Sons,None,Vietnam,0,Visa,VND,0
TXN009409,1845,2024-05-05,135.15,"Gomez, Stuart and Barnes",Electronics,Singapore,0,MasterCard,SGD,0
TXN009410,1931,2024-03-17,17.88,Benitez and Sons,dinning,USA,0,MasterCard,USD,0
TXN009411,1886,2024-05-22,107.7,Nielsen-Mejia,Entertainment,USA,0,Master Card,USD,0
TXN009412,1074,2024-05-17,94.14,Allen-Hart,Entertainment,Germany,0,Master Card,EUR,0
TXN009413,2709,2024-05-10,12.44,Carroll-Fox,Dining,Taiwan,1,MasterCard,TWD,0
TXN009414,2272,2024-03-29,60.86,"Smith, Walker and Bennett",dinning,Vietnam,0,amex,VND,0
TXN009415,2019,2024-04-23,103.92,Gardner-Bean,dinning,India,1,Master Card,INR,0
TXN009416,2167,2023-12-09,58.54,Erickson Group,Elec-tronics,Vietnam,0,Master Card,VND,0
TXN009417,1890,2024-04-16,93.77,Short PLC,Health,UK,0,amex,GBP,0
TXN009418,2376,2024-04-13,128.98,Smith-Wallace,Groceries,Japan,1,Visa,JPY,0
TXN009419,2853,2024-02-27,265.82,Barnes-Reed,Utilities,Singapore,0,amex,SGD,0
TXN009420,2330,2024-01-11,15.14,"Lee, Porter and Mcguire",None,Taiwan,0,Visa,TWD,0
TXN009421,2635,2024-01-20,125.38,Carey-Meadows,Utilities,Taiwan,0,amex,TWD,0
TXN009422,2799,2024-03-07,142.34,Cross-Jones,grocerie,Taiwan,0,AmEx,TWD,0
TXN009423,2546,2024-05-14,66.25,Powers LLC,Travel,Japan,0,MasterCard,JPY,0
TXN009424,1853,2024-01-19,266.28,"Baldwin, Martin and Green",,USA,0,amex,USD,0
TXN009425,1167,2023-12-09,217.76,"Williams, Bonilla and Bailey",Health,Taiwan,0,Visa,TWD,0
TXN009426,1456,2024-01-02,36.95,Bullock-Morgan,healthcare,UK,0,Visa,GBP,0
TXN009427,1317,2024-04-15,71.6,Carter-Miller,Entertainment,Vietnam,1,AmEx,VND,0
TXN009428,1299,2024-05-10,32.64,Robinson PLC,Elec-tronics,Japan,1,Visa,JPY,0
TXN009429,1492,2024-01-18,205.06,Cardenas-Lucas,Dining,Singapore,0,AmEx,SGD,0
TXN009430,2309,2024-05-03,,"Ryan, Warren and Martinez",Electronics,Singapore,0,AmEx,SGD,0
TXN009431,2019,2024-03-13,7.12,"Boyd, Perez and Myers",Clothing,Taiwan,0,Master Card,TWD,0
TXN009432,2586,2024-02-09,104.33,Hampton-Vang,Groceries,Singapore,0,Master Card,SGD,0
TXN009433,2162,2024-05-09,87.83,Roberts LLC,Elec-tronics,USA,0,amex,USD,0
TXN009434,1981,2024-05-29,35.12,Waters Group,Travell,Singapore,0,Master Card,SGD,0
TXN009435,2880,2024-01-16,72.39,King-Peck,Entertainment,Germany,0,Visa,EUR,0
TXN009436,2942,2024-02-28,11.08,Frank-Foster,Elec-tronics,India,0,Master Card,INR,0
TXN009437,1303,2024-01-29,11.54,"Ramirez, Allen and Munoz",Elec-tronics,India,0,MasterCard,INR,0
TXN009438,1236,2024-03-11,12.73,"Gray, Allen and Moore",Health,USA,0,amex,USD,0
TXN009439,2929,2024-03-20,50.91,Reynolds and Sons,Clothing,Taiwan,0,Master Card,TWD,0
TXN009440,1510,2024-04-25,130.28,Turner Group,grocerie,Germany,0,amex,EUR,0
TXN009441,2937,2024-04-10,43.23,Nelson Ltd,Groceries,UK,1,MasterCard,GBP,0
TXN009442,1218,2024-03-13,67.01,Watkins-Cooley,Electronics,Germany,0,MasterCard,EUR,0
TXN009443,2446,2024-01-26,111.37,"Webb, Schroeder and Gonzalez",Travell,India,0,Visa,INR,0
TXN009444,2757,2024-04-19,56.23,Jimenez PLC,healthcare,Taiwan,0,amex,TWD,0
TXN009445,1475,2024-03-27,62.49,"Bell, Little and Newton",Travel,USA,1,Visa,USD,0
TXN009446,2448,2024-01-12,18.44,Richardson Inc,Groceries,Japan,0,amex,JPY,0
TXN009447,2090,2024-05-13,38.41,Kennedy Ltd,Dining,Japan,0,Master Card,JPY,0
TXN009448,2034,2024-03-29,49.66,Combs-Smith,Dining,Taiwan,0,Master Card,TWD,0
TXN009449,1450,2023-12-15,116.34,Williamson LLC,Electronics,Japan,0,Master Card,JPY,0
TXN009450,2092,2024-02-04,162.91,Moore-Garcia,Dining,UK,0,MasterCard,GBP,0
TXN009451,1597,2024-05-21,29.9,"Castro, Mooney and Esparza",Clothing,Vietnam,0,amex,VND,0
TXN009452,2918,2024-05-03,55.45,"Quinn, Stephenson and West",,Germany,0,MasterCard,EUR,0
TXN009453,2589,2023-12-12,50.68,Garcia Ltd,Utilities,Japan,0,Visa,JPY,0
TXN009454,2616,2024-01-19,20.26,Parker-Eaton,Electronics,UK,0,Master Card,GBP,0
TXN009455,2941,2024-05-28,157.02,Martin-Hunt,Clothing,Japan,0,MasterCard,JPY,0
TXN009456,1294,2023-12-01,21.07,Robinson-Powers,Dining,Germany,1,Master Card,EUR,0
TXN009457,2107,2024-04-02,461.11,"Bailey, Wong and Rodriguez",grocerie,Singapore,0,MasterCard,SGD,0
TXN009458,1856,2024-01-07,249.47,Leonard-Gomez,None,USA,0,Master Card,USD,0
TXN009459,2962,2024-03-25,269.41,Cross LLC,Electronics,Japan,0,Master Card,JPY,0
TXN009460,2806,2024-02-22,336.71,Morales Inc,Travell,Vietnam,0,amex,VND,0
TXN009461,2524,2023-12-12,301.56,"Holmes, Rodriguez and Powell",Elec-tronics,Singapore,1,AmEx,SGD,0
TXN009462,1309,2024-01-08,0.04,"Brennan, Flores and Mckinney",Travell,Japan,0,Visa,JPY,0
TXN009463,2456,2024-01-16,113.28,Miller and Sons,Travel,Japan,0,Master Card,JPY,0
TXN009464,1101,2024-04-06,81.2,Palmer Group,Electronics,Singapore,0,amex,SGD,0
TXN009465,2562,2023-12-01,18.6,Perry Group,None,India,1,Visa,INR,0
TXN009466,1231,2023-12-10,66.33,Ward Group,grocerie,UK,0,amex,GBP,0
TXN009467,1297,2023-12-09,62.26,"Wong, Wells and Garcia",Electronics,USA,1,amex,USD,0
TXN009468,1505,2024-03-19,33.82,Harrell PLC,Groceries,Vietnam,0,AmEx,VND,0
TXN009469,1168,2023-12-08,19.39,Herrera Inc,Electronics,USA,0,Visa,USD,0
TXN009470,1001,2024-04-12,48.59,Wolfe Group,Clothing,Japan,0,MasterCard,JPY,0
TXN009471,1453,,162.65,"Hensley, Brown and Green",Elec-tronics,UK,0,AmEx,GBP,0
TXN009472,1212,2024-04-24,82.14,"Tanner, Nelson and Jensen",Health,Taiwan,0,MasterCard,TWD,0
TXN009473,1426,2024-02-10,55.05,"Goodwin, Daniel and Curry",Entertainment,Germany,0,Visa,EUR,0
TXN009474,1392,2024-03-18,1.73,Fisher-Ramirez,healthcare,Singapore,0,AmEx,SGD,0
TXN009475,1653,2023-12-05,20.52,Morris Group,,USA,1,MasterCard,USD,0
TXN009476,2348,2024-01-16,73.82,Caldwell-Allen,None,Japan,1,amex,JPY,0
TXN009477,2227,2024-04-27,128.9,Roberts Group,Health,Vietnam,0,amex,VND,0
TXN009478,2175,2024-03-01,313.23,Sullivan-Gamble,Clothing,Vietnam,0,MasterCard,VND,0
TXN009479,1606,2024-01-25,253.76,Mejia-Mcconnell,,Germany,1,AmEx,EUR,0
TXN009480,1250,2024-03-13,26.09,"Black, Higgins and Duran",Clothing,India,0,amex,INR,0
TXN009481,1973,2024-01-09,130.91,"Griffin, Murray and Powell",Dining,Japan,0,amex,JPY,0
TXN009482,2266,2024-01-03,167.45,"Patel, Vincent and Mills",Health,USA,0,AmEx,USD,0
TXN009483,1958,2024-01-16,110.31,Hernandez-Hurst,Elec-tronics,UK,0,amex,GBP,0
TXN009484,2064,2024-03-28,193.92,Chapman-Hartman,Electronics,Vietnam,0,amex,VND,0
TXN009485,2621,2024-02-03,57.34,Harris-Brown,grocerie,Taiwan,0,Master Card,TWD,0
TXN009486,2129,2024-03-26,25.98,Mays and Sons,Dining,Japan,0,AmEx,JPY,0
TXN009487,2277,2024-03-22,90.66,Robinson-Smith,Health,India,0,MasterCard,INR,0
TXN009488,2321,2024-05-29,12.55,Miller-Kent,Dining,Germany,1,Master Card,EUR,0
TXN009489,2558,2024-03-03,47.15,Glenn-Jackson,Dining,Japan,0,amex,JPY,0
TXN009490,1719,2024-01-08,15.78,Black PLC,grocerie,Singapore,1,amex,SGD,0
TXN009491,2834,2024-03-10,98.86,harris-howell,Dining,India,0,Master Card,INR,0
TXN009492,2190,2024-02-08,229.28,"Mccoy, Spencer and Fisher",healthcare,Vietnam,0,AmEx,VND,0
TXN009493,1036,2024-01-23,35.68,"Mendoza, Holt and Khan",None,Singapore,0,amex,SGD,0
TXN009494,1326,2023-12-18,121.65,Marshall Inc,Utilities,India,1,Visa,INR,0
TXN009495,1614,2023-12-30,20.33,Marshall Ltd,,Singapore,0,amex,SGD,0
TXN009496,1714,2024-02-26,219.29,"oconnell,reyesandwilliams",,USA,0,MasterCard,USD,0
TXN009497,1946,2024-05-17,21.27,Mcpherson Inc,Clothing,Taiwan,0,amex,TWD,0
TXN009498,2910,2024-01-01,64.53,Sheppard PLC,Entertainment,UK,0,amex,GBP,0
TXN009499,1755,2024-02-29,32.33,Russell LLC,Utilities,Japan,0,Master Card,JPY,0
TXN009500,1229,2023-12-18,176.89,Hahn-Hale,Health,USA,0,Visa,USD,0
TXN009501,2943,2023-12-09,98.07,Sims LLC,None,Germany,1,amex,EUR,0
TXN009502,2466,2023-12-09,25.12,Pham-Bautista,Travel,Taiwan,1,amex,TWD,0
TXN009503,1034,2024-01-19,87.26,Wright-Burton,Travel,Japan,0,AmEx,JPY,0
TXN009504,1225,2024-05-15,12.04,Hansen-Willis,Utilities,Japan,0,amex,JPY,0
TXN009505,1341,2024-02-15,214.69,"Matthews, Robertson and Allen",Entertainment,Germany,0,Master Card,EUR,0
TXN009506,1883,2024-04-05,129.15,"Palmer, Lee and Wilcox",healthcare,Singapore,0,Master Card,SGD,0
TXN009507,2668,2024-04-06,15.27,King-Kelly,Travel,USA,0,Visa,USD,0
TXN009508,1912,2024-04-02,144.01,Bailey-Burton,Entertainment,UK,0,Master Card,GBP,0
TXN009509,2509,2024-01-26,38.76,Herrera-Robertson,dinning,UK,0,Master Card,GBP,0
TXN009510,2972,2024-05-20,59.02,Singh LLC,Utilities,Germany,0,MasterCard,EUR,0
TXN009511,2594,2024-02-08,50.79,Navarro and Sons,Groceries,India,0,Visa,INR,0
TXN009512,1166,2024-05-02,86.35,"Maddox, Chen and Bernard",healthcare,Singapore,0,Master Card,SGD,0
TXN009513,2581,2023-12-28,79.17,Jimenez Inc,dinning,Vietnam,0,AmEx,VND,0
TXN009514,2541,2024-03-03,17.36,Boyd Ltd,Travel,USA,0,Visa,USD,0
TXN009515,1650,2024-02-19,0.98,Anderson LLC,None,Singapore,0,Master Card,SGD,0
TXN009516,1684,2024-03-30,97.86,Jackson LLC,None,Germany,0,Master Card,EUR,0
TXN009517,1516,2024-05-04,38.92,Simon-Simpson,dinning,Japan,1,AmEx,JPY,0
TXN009518,1288,2024-05-02,34.09,Collins-Mason,Dining,Japan,0,amex,JPY,0
TXN009519,2110,2024-03-04,48.59,Ward and Sons,Travell,UK,0,MasterCard,GBP,0
TXN009520,1008,2024-04-25,57.1,Horton Ltd,healthcare,India,0,AmEx,INR,0
TXN009521,2909,2024-05-08,16.86,"Douglas, Yang and Little",Health,Singapore,1,MasterCard,SGD,0
TXN009522,1221,2024-02-16,8.72,"Luna, Chambers and Lopez",Dining,Singapore,0,amex,SGD,0
TXN009523,1243,2024-04-15,141.63,jamesgroup,Elec-tronics,USA,0,Master Card,USD,0
TXN009524,2753,2023-12-27,114.98,Wilson-Hubbard,grocerie,India,0,AmEx,INR,0
TXN009525,2449,2024-01-18,60.26,Mullins and Sons,Health,India,0,AmEx,INR,0
TXN009526,1770,2024-01-21,66.18,Weber-Bowers,Health,Vietnam,0,amex,VND,0
TXN009527,2160,2024-02-05,9.52,Miller-Castro,healthcare,Japan,0,Master Card,JPY,0
TXN009528,2664,2024-02-13,40.91,"Hall, Farley and Kennedy",healthcare,Vietnam,0,MasterCard,VND,0
TXN009529,1422,2024-02-26,11.84,Reed Ltd,Health,Japan,0,Visa,JPY,0
TXN009530,2863,2024-03-01,71.66,Brown Group,Travel,Vietnam,1,amex,VND,0
TXN009531,1980,2024-05-05,29.36,Bryant-Murray,healthcare,USA,0,Visa,USD,0
TXN009532,1638,2024-03-11,0.56,Nunez-Johnson,Travel,Japan,0,amex,JPY,0
TXN009533,2160,2024-01-11,54.99,"Scott, Anderson and Ortiz",dinning,UK,0,amex,GBP,0
TXN009534,1298,2023-12-27,30.83,Anderson Inc,Elec-tronics,India,0,Master Card,INR,0
TXN009535,1443,2024-03-09,43.45,Scott Group,None,UK,0,Visa,GBP,0
TXN009536,2802,2024-05-01,70.38,Wilson and Sons,Travell,Taiwan,0,Visa,TWD,0
TXN009537,1627,2024-02-29,29.89,Franklin-Mata,healthcare,Vietnam,0,AmEx,VND,0
TXN009538,2225,2023-12-20,112.42,Brewer LLC,Clothing,Japan,0,MasterCard,JPY,0
TXN009539,2274,2023-12-19,184.34,Lewis-Byrd,Health,Germany,1,Master Card,EUR,0
TXN009540,2343,2024-04-05,63.07,Smith-Wright,Health,Vietnam,0,amex,VND,0
TXN009541,1798,2024-03-08,100.31,"Richardson, Vang and Garza",dinning,Vietnam,0,amex,VND,0
TXN009542,1471,2023-12-15,10.72,"Rodriguez, Rodriguez and Lopez",Electronics,Taiwan,0,MasterCard,TWD,0
TXN009543,1051,2024-01-30,80.56,Ballard-Harrison,Elec-tronics,Taiwan,0,MasterCard,TWD,0
TXN009544,2154,2024-04-01,95.76,"Fox, Cervantes and Williams",Health,USA,0,amex,USD,0
TXN009545,2643,2024-01-06,33.65,Anderson PLC,healthcare,USA,1,amex,USD,0
TXN009546,1832,2024-03-16,128.73,"Acosta, Hernandez and Meyers",None,Japan,0,AmEx,JPY,0
TXN009547,1907,2024-03-14,45.34,Robbins Ltd,Entertainment,UK,0,Master Card,GBP,0
TXN009548,1448,2024-02-04,3.24,Scott LLC,Electronics,UK,1,amex,GBP,0
TXN009549,1281,2024-03-16,64.97,"Stark, Wheeler and Duncan",grocerie,Singapore,0,MasterCard,SGD,0
TXN009550,2971,2024-03-28,29.81,Jones Ltd,Clothing,UK,0,MasterCard,GBP,0
TXN009551,2613,2024-03-23,29.47,"Haynes, Wagner and Brown",dinning,UK,0,amex,GBP,0
TXN009552,1146,2024-01-06,103.83,"Burke, Lutz and Blankenship",None,UK,0,AmEx,GBP,0
TXN009553,1757,2024-01-12,50.65,Fletcher-Meadows,Clothing,UK,0,AmEx,GBP,0
TXN009554,1293,2023-12-10,10.83,Robertson Group,Entertainment,UK,0,MasterCard,GBP,0
TXN009555,1041,2023-12-14,294.09,"Burgess, Gordon and Williams",Dining,UK,0,AmEx,GBP,0
TXN009556,2331,2024-03-08,168.33,Khan Inc,None,Germany,0,MasterCard,EUR,0
TXN009557,1018,2024-02-17,149.4,Hill-Farmer,Elec-tronics,Singapore,0,Visa,SGD,0
TXN009558,1153,2024-02-13,24.94,"Gentry, Woods and Cantu",Clothing,USA,0,MasterCard,USD,0
TXN009559,2353,2023-12-15,47.29,Ross Group,Groceries,UK,0,amex,GBP,0
TXN009560,2345,2024-05-20,0.63,mitchellllc,Utilities,Taiwan,1,MasterCard,TWD,0
TXN009561,1260,2024-03-24,33.83,Rivas-Smith,Health,Taiwan,1,Master Card,TWD,0
TXN009562,2727,2023-12-16,163.55,Jenkins-Santiago,Elec-tronics,Germany,0,Master Card,EUR,0
TXN009563,1469,2024-04-25,47.31,Rich-Dickerson,dinning,Japan,0,MasterCard,JPY,0
TXN009564,2474,2024-01-11,477.23,"Pierce, Krueger and Brown",grocerie,India,0,AmEx,INR,0
TXN009565,1842,2023-12-12,82.15,"Williams, Lopez and Robinson",,USA,0,Master Card,USD,0
TXN009566,1469,2024-01-08,23.11,Greene Ltd,grocerie,Germany,0,Master Card,EUR,0
TXN009567,2352,2024-03-31,,"Phillips, Williams and Meza",grocerie,UK,0,Master Card,GBP,0
TXN009568,2797,2024-04-16,1.74,Allison-Armstrong,grocerie,Singapore,1,Visa,SGD,0
TXN009569,2264,2024-05-22,78.45,Smith and Sons,Dining,Singapore,1,MasterCard,SGD,0
TXN009570,2795,2023-12-26,52.41,"Campbell, Ayala and Davis",dinning,India,0,amex,INR,0
TXN009571,2926,1982-09-13,114.88,Kent PLC,,India,0,AmEx,INR,0
TXN009572,2208,2024-05-25,9.54,Barrett LLC,Electronics,Taiwan,0,Visa,TWD,0
TXN009573,1882,2024-01-14,219.85,"Ward, Johnson and Compton",Travell,Germany,1,AmEx,EUR,0
TXN009574,1062,2024-02-27,18.12,Young and Sons,None,UK,0,AmEx,GBP,0
TXN009575,2777,2024-03-20,8.55,"Hill, Carroll and Hernandez",Entertainment,India,1,amex,INR,0
TXN009576,2882,2023-12-17,152.84,"Conley, Robertson and Thompson",Health,Japan,0,Master Card,JPY,0
TXN009577,1759,2024-02-10,120.43,Taylor-Hernandez,grocerie,India,0,Master Card,INR,0
TXN009578,2228,,30.01,Nguyen-Williams,dinning,Singapore,0,MasterCard,SGD,0
TXN009579,1141,2010-08-26,201.54,Thompson-Matthews,Entertainment,Germany,0,AmEx,EUR,0
TXN009580,1175,2024-05-28,0.29,"Schaefer, Barber and Chavez",Electronics,UK,0,MasterCard,GBP,0
TXN009581,1653,2023-12-23,146.6,Gregory PLC,healthcare,Singapore,0,Visa,SGD,0
TXN009582,2116,2024-03-01,86.12,"Wang, Crawford and Hoffman",Travell,Taiwan,1,AmEx,TWD,0
TXN009583,1617,2023-12-03,4.65,Boone-Shelton,dinning,Taiwan,0,Master Card,TWD,0
TXN009584,1175,2024-04-01,24.48,"Garcia, Patton and Park",dinning,Germany,0,MasterCard,EUR,0
TXN009585,2847,2024-05-14,59.8,"Clark, Holden and Mccoy",Utilities,Singapore,0,MasterCard,SGD,0
TXN009586,1056,2023-12-09,67.45,"Carlson, Dickerson and Adams",dinning,Japan,0,amex,JPY,0
TXN009587,2349,2023-12-07,568.56,Gutierrez-Anderson,Travell,India,0,AmEx,INR,0
TXN009588,2514,2024-04-29,55.11,"Riley, Daniels and Miller",healthcare,UK,0,MasterCard,GBP,0
TXN009589,1653,2024-04-10,220.20000000000002,"Bradley, Miles and Baker",dinning,UK,0,AmEx,GBP,0
TXN009590,2237,2024-04-02,18.18,"Williams, Carter and Fernandez",Travell,Singapore,1,amex,SGD,0
TXN009591,2570,2024-05-16,48.37,Russell-Terry,dinning,USA,0,Master Card,USD,0
TXN009592,2783,2023-12-04,44.18,Chapman-Buckley,None,Vietnam,0,Visa,VND,0
TXN009593,2351,2024-01-31,89.88,"Dickson, Davis and Roman",Dining,USA,0,Master Card,USD,0
TXN009594,2042,2024-04-26,2401.8,"Patterson, Landry and Robinson",Electronics,India,0,amex,INR,1
TXN009595,2331,2024-02-03,74.77,"Sellers, Shannon and Fields",Travel,India,0,AmEx,INR,0
TXN009596,2519,2023-12-03,16.82,Wilson-Bass,Elec-tronics,UK,0,Master Card,GBP,0
TXN009597,1705,2024-05-12,15.96,Martinez-Dillon,Travell,India,0,amex,INR,0
TXN009598,1577,2024-05-29,44.39,"Baker, Miller and Barry",,USA,0,Visa,USD,0
TXN009599,2422,2024-05-19,103.07,"Manning, Bray and Griffith",Travell,USA,0,Visa,USD,0
TXN009600,1243,2024-05-26,34.95,Baxter-Parker,Dining,USA,0,amex,USD,0
TXN009601,2831,2024-04-12,220.19,Baker and Sons,None,Vietnam,1,AmEx,VND,0
TXN009602,1139,2024-04-16,85.6,Banks PLC,Health,USA,0,amex,USD,0
TXN009603,2044,2023-12-14,34.14,"Wolf, Baker and Coleman",Travell,UK,0,amex,GBP,0
